"trial","Ls","Lt1","Lt2","R"
0,50,25,72.5,0
0,50,25,72.5,0
0,50,25,72.5,1
0,50,25,72.5,1
0,50,25,77.5,1
0,50,25,77.5,0
0,50,25,77.5,1
0,50,25,77.5,0
0,50,25,77.5,0
0,50,25,77.5,0
0,50,25,77.5,0
0,50,25,77.5,0
0,50,25,80,1
0,50,25,80,0
0,50,25,80,0
0,50,25,80,0
0,50,25,80,0
0,50,27.5,62.5,1
0,50,27.5,62.5,0
0,50,27.5,62.5,0
0,50,27.5,67.5,1
0,50,27.5,70,0
0,50,27.5,70,1
0,50,27.5,70,1
0,50,27.5,75,1
0,50,27.5,75,0
0,50,27.5,75,0
0,50,27.5,75,0
0,50,27.5,75,1
0,50,27.5,75,0
0,50,27.5,77.5,0
0,50,27.5,77.5,0
0,50,30,60,0
0,50,30,60,0
0,50,30,60,0
0,50,30,65,1
0,50,30,65,1
0,50,30,65,0
0,50,30,65,0
0,50,30,65,0
0,50,30,65,0
0,50,30,67.5,1
0,50,30,67.5,0
0,50,30,67.5,0
0,50,30,72.5,1
0,50,30,72.5,0
0,50,30,72.5,1
0,50,30,72.5,0
0,50,30,72.5,0
0,50,30,72.5,1
0,50,30,75,0
0,50,30,75,1
0,50,30,75,0
0,50,30,75,1
0,50,30,75,0
0,50,30,80,1
0,50,30,80,0
0,50,30,80,1
0,50,30,80,0
0,50,32.5,57.5,0
0,50,32.5,57.5,0
0,50,32.5,57.5,0
0,50,32.5,57.5,0
0,50,32.5,57.5,0
0,50,32.5,62.5,1
0,50,32.5,62.5,0
0,50,32.5,62.5,0
0,50,32.5,62.5,1
0,50,32.5,62.5,0
0,50,32.5,62.5,0
0,50,32.5,65,0
0,50,32.5,65,0
0,50,32.5,65,0
0,50,32.5,65,0
0,50,32.5,70,0
0,50,32.5,70,0
0,50,32.5,70,0
0,50,32.5,70,0
0,50,32.5,72.5,1
0,50,32.5,72.5,0
0,50,32.5,77.5,0
0,50,32.5,77.5,1
0,50,32.5,77.5,0
0,50,32.5,77.5,0
0,50,35,55,0
0,50,35,55,0
0,50,35,60,0
0,50,35,60,0
0,50,35,60,0
0,50,35,60,0
0,50,35,60,0
0,50,35,60,1
0,50,35,60,0
0,50,35,62.5,0
0,50,35,62.5,0
0,50,35,62.5,1
0,50,35,62.5,0
0,50,35,62.5,1
0,50,35,62.5,0
0,50,35,62.5,0
0,50,35,67.5,0
0,50,35,67.5,0
0,50,35,70,1
0,50,35,70,1
0,50,35,70,1
0,50,35,70,0
0,50,35,70,0
0,50,35,70,1
0,50,35,70,1
0,50,35,75,0
0,50,35,75,1
0,50,35,75,0
0,50,35,75,1
0,50,35,75,1
0,50,37.5,52.5,0
0,50,37.5,52.5,1
0,50,37.5,57.5,0
0,50,37.5,57.5,0
0,50,37.5,57.5,0
0,50,37.5,57.5,0
0,50,37.5,60,0
0,50,37.5,60,1
0,50,37.5,60,1
0,50,37.5,65,0
0,50,37.5,65,0
0,50,37.5,67.5,1
0,50,37.5,67.5,0
0,50,37.5,67.5,1
0,50,37.5,67.5,0
0,50,37.5,67.5,0
0,50,37.5,67.5,0
0,50,37.5,67.5,0
0,50,37.5,67.5,1
0,50,37.5,72.5,1
0,50,37.5,72.5,0
0,50,37.5,72.5,1
0,50,37.5,72.5,1
0,50,40,50,0
0,50,40,50,1
0,50,40,50,1
0,50,40,50,0
0,50,40,50,0
0,50,40,50,0
0,50,40,50,0
0,50,40,55,0
0,50,40,55,0
0,50,40,55,0
0,50,40,55,0
0,50,40,57.5,1
0,50,40,57.5,0
0,50,40,57.5,0
0,50,40,62.5,1
0,50,40,65,1
0,50,40,65,0
0,50,40,65,0
0,50,40,65,1
0,50,40,65,1
0,50,40,70,1
0,50,42.5,52.5,0
0,50,42.5,52.5,0
0,50,42.5,52.5,1
0,50,42.5,52.5,0
0,50,42.5,52.5,1
0,50,42.5,55,0
0,50,42.5,55,0
0,50,42.5,55,0
0,50,42.5,55,0
0,50,42.5,60,0
0,50,42.5,60,1
0,50,42.5,62.5,1
0,50,42.5,67.5,1
0,50,42.5,67.5,1
0,50,42.5,67.5,1
0,50,42.5,67.5,0
0,50,42.5,67.5,0
0,50,42.5,67.5,1
0,50,42.5,67.5,1
0,50,45,50,0
0,50,45,50,0
0,50,45,50,0
0,50,45,50,0
0,50,45,50,0
0,50,45,52.5,0
0,50,45,52.5,1
0,50,45,57.5,0
0,50,45,57.5,0
0,50,45,57.5,1
0,50,45,60,1
0,50,45,60,0
0,50,45,60,1
0,50,45,65,0
0,50,45,65,1
0,50,45,65,0
0,50,45,65,1
0,50,45,65,0
0,50,47.5,50,0
0,50,47.5,50,0
0,50,47.5,50,0
0,50,47.5,50,0
0,50,47.5,50,1
0,50,47.5,50,0
0,50,47.5,50,1
0,50,47.5,55,0
0,50,47.5,55,1
0,50,47.5,55,0
0,50,47.5,55,0
0,50,47.5,57.5,1
0,50,47.5,57.5,1
0,50,47.5,57.5,1
0,50,47.5,62.5,1
0,50,47.5,62.5,1
0,50,47.5,62.5,0
0,50,47.5,62.5,1
0,50,47.5,62.5,0
0,50,50,52.5,1
0,50,50,52.5,1
0,50,50,55,0
0,50,50,55,1
0,50,50,55,1
0,50,50,55,1
0,50,50,60,1
0,50,50,60,0
0,50,50,60,1
0,50,50,60,0
0,50,50,60,1
0,50,50,60,1
0,50,50,60,1
0,50,50,60,1
0,50,50,60,1
0,50,50,60,1
0,50,50,60,0
0,60,30,80,0
0,60,30,80,0
0,60,30,80,0
0,60,30,85,0
0,60,30,85,1
0,60,30,87.5,0
0,60,30,87.5,1
0,60,30,87.5,1
0,60,32.5,77.5,0
0,60,32.5,77.5,0
0,60,32.5,77.5,0
0,60,32.5,77.5,0
0,60,32.5,77.5,0
0,60,32.5,82.5,0
0,60,32.5,82.5,0
0,60,32.5,82.5,0
0,60,32.5,82.5,0
0,60,32.5,85,1
0,60,32.5,85,1
0,60,32.5,85,1
0,60,32.5,85,0
0,60,32.5,85,0
0,60,32.5,90,1
0,60,32.5,90,1
0,60,35,75,0
0,60,35,75,1
0,60,35,80,0
0,60,35,80,1
0,60,35,80,0
0,60,35,80,1
0,60,35,80,1
0,60,35,80,0
0,60,35,80,0
0,60,35,80,1
0,60,35,82.5,0
0,60,35,82.5,1
0,60,35,82.5,1
0,60,35,82.5,1
0,60,35,87.5,1
0,60,35,87.5,0
0,60,35,87.5,0
0,60,35,87.5,1
0,60,35,87.5,0
0,60,35,87.5,0
0,60,35,90,0
0,60,35,90,1
0,60,35,90,0
0,60,35,90,1
0,60,35,90,0
0,60,37.5,72.5,0
0,60,37.5,77.5,0
0,60,37.5,77.5,0
0,60,37.5,77.5,0
0,60,37.5,77.5,0
0,60,37.5,77.5,0
0,60,37.5,77.5,0
0,60,37.5,77.5,1
0,60,37.5,77.5,1
0,60,37.5,77.5,1
0,60,37.5,80,0
0,60,37.5,80,0
0,60,37.5,85,1
0,60,37.5,85,1
0,60,37.5,85,0
0,60,37.5,85,0
0,60,37.5,85,1
0,60,37.5,87.5,1
0,60,37.5,87.5,1
0,60,37.5,87.5,0
0,60,37.5,87.5,1
0,60,37.5,87.5,0
0,60,37.5,87.5,1
0,60,40,70,0
0,60,40,70,0
0,60,40,70,0
0,60,40,70,0
0,60,40,70,0
0,60,40,75,0
0,60,40,75,0
0,60,40,75,1
0,60,40,75,0
0,60,40,75,1
0,60,40,75,0
0,60,40,75,1
0,60,40,77.5,0
0,60,40,77.5,0
0,60,40,82.5,1
0,60,40,82.5,1
0,60,40,82.5,1
0,60,40,82.5,1
0,60,40,82.5,1
0,60,40,82.5,1
0,60,40,85,1
0,60,40,85,1
0,60,40,85,1
0,60,40,85,1
0,60,40,85,0
0,60,40,85,1
0,60,40,85,0
0,60,40,85,1
0,60,40,90,0
0,60,40,90,0
0,60,40,90,0
0,60,40,90,0
0,60,40,90,0
0,60,40,90,1
0,60,40,90,0
0,60,40,90,0
0,60,40,90,0
0,60,40,90,1
0,60,40,90,0
0,60,42.5,67.5,0
0,60,42.5,67.5,0
0,60,42.5,67.5,0
0,60,42.5,67.5,0
0,60,42.5,67.5,1
0,60,42.5,67.5,1
0,60,42.5,67.5,0
0,60,42.5,72.5,0
0,60,42.5,72.5,0
0,60,42.5,72.5,1
0,60,42.5,75,0
0,60,42.5,75,0
0,60,42.5,75,0
0,60,42.5,75,0
0,60,42.5,80,1
0,60,42.5,80,1
0,60,42.5,82.5,0
0,60,42.5,82.5,1
0,60,42.5,87.5,0
0,60,42.5,87.5,1
0,60,42.5,87.5,0
0,60,42.5,87.5,1
0,60,42.5,87.5,0
0,60,45,65,0
0,60,45,65,0
0,60,45,65,0
0,60,45,65,0
0,60,45,65,0
0,60,45,65,0
0,60,45,70,0
0,60,45,70,0
0,60,45,70,0
0,60,45,72.5,1
0,60,45,72.5,1
0,60,45,72.5,0
0,60,45,72.5,0
0,60,45,72.5,0
0,60,45,77.5,1
0,60,45,77.5,1
0,60,45,77.5,0
0,60,45,77.5,1
0,60,45,80,1
0,60,45,80,1
0,60,45,80,0
0,60,45,85,0
0,60,45,85,0
0,60,45,85,1
0,60,45,85,0
0,60,45,85,1
0,60,45,85,1
0,60,47.5,62.5,0
0,60,47.5,62.5,0
0,60,47.5,62.5,0
0,60,47.5,62.5,0
0,60,47.5,67.5,0
0,60,47.5,67.5,0
0,60,47.5,70,0
0,60,47.5,70,0
0,60,47.5,70,0
0,60,47.5,70,1
0,60,47.5,70,0
0,60,47.5,75,0
0,60,47.5,75,1
0,60,47.5,75,1
0,60,47.5,77.5,0
0,60,47.5,77.5,0
0,60,47.5,77.5,0
0,60,47.5,77.5,0
0,60,47.5,77.5,0
0,60,47.5,77.5,1
0,60,47.5,82.5,0
0,60,47.5,82.5,1
0,60,47.5,82.5,0
0,60,50,60,1
0,60,50,60,0
0,60,50,60,0
0,60,50,60,0
0,60,50,60,1
0,60,50,60,0
0,60,50,60,0
0,60,50,65,0
0,60,50,65,0
0,60,50,65,0
0,60,50,65,0
0,60,50,65,0
0,60,50,65,1
0,60,50,67.5,0
0,60,50,67.5,0
0,60,50,67.5,0
0,60,50,67.5,0
0,60,50,67.5,0
0,60,50,67.5,1
0,60,50,67.5,0
0,60,50,67.5,1
0,60,50,67.5,0
0,60,50,67.5,0
0,60,50,72.5,0
0,60,50,72.5,1
0,60,50,72.5,1
0,60,50,72.5,1
0,60,50,72.5,1
0,60,50,72.5,1
0,60,50,75,0
0,60,50,75,0
0,60,50,75,0
0,60,50,75,1
0,60,50,75,1
0,60,50,75,1
0,60,50,80,0
0,60,50,80,1
0,60,50,80,1
0,60,50,80,1
0,60,50,80,1
0,60,50,80,1
0,60,50,80,0
0,60,50,80,1
0,60,50,80,1
0,60,50,80,1
0,60,50,80,0
0,60,52.5,65,0
0,60,52.5,65,0
0,60,52.5,65,0
0,60,52.5,65,0
0,60,52.5,70,1
0,60,52.5,70,1
0,60,52.5,72.5,0
0,60,52.5,72.5,1
0,60,52.5,72.5,1
0,60,52.5,77.5,1
0,60,52.5,77.5,1
0,60,52.5,77.5,1
0,60,52.5,77.5,1
0,60,52.5,77.5,1
0,60,55,60,0
0,60,55,60,1
0,60,55,60,1
0,60,55,60,0
0,60,55,60,1
0,60,55,60,1
0,60,55,62.5,1
0,60,55,62.5,1
0,60,55,62.5,1
0,60,55,62.5,1
0,60,55,62.5,0
0,60,55,62.5,1
0,60,55,62.5,0
0,60,55,62.5,1
0,60,55,67.5,0
0,60,55,67.5,0
0,60,55,67.5,1
0,60,55,67.5,1
0,60,55,67.5,1
0,60,55,67.5,1
0,60,55,67.5,0
0,60,55,67.5,1
0,60,55,67.5,0
0,60,55,70,1
0,60,55,70,1
0,60,55,75,1
0,60,55,75,1
0,60,55,75,0
0,60,55,75,1
0,60,55,75,1
0,60,55,75,1
0,60,57.5,60,0
0,60,57.5,60,1
0,60,57.5,60,1
0,60,57.5,60,0
0,60,57.5,60,1
0,60,57.5,60,1
0,60,57.5,65,1
0,60,57.5,65,0
0,60,57.5,65,0
0,60,57.5,67.5,0
0,60,57.5,67.5,1
0,60,57.5,67.5,1
0,60,57.5,67.5,1
0,60,57.5,67.5,1
0,60,57.5,67.5,1
0,60,57.5,67.5,1
0,60,57.5,67.5,0
0,60,57.5,67.5,1
0,60,57.5,67.5,1
0,60,57.5,72.5,1
0,60,57.5,72.5,1
0,60,57.5,72.5,1
0,60,57.5,72.5,1
0,60,57.5,72.5,1
0,60,57.5,72.5,1
0,60,60,62.5,1
0,60,60,62.5,0
0,60,60,62.5,1
0,60,60,65,1
0,60,60,65,0
0,60,60,65,1
0,60,60,70,1
0,60,60,70,1
0,60,60,70,1
0,60,60,70,0
0,60,60,70,1
0,70,40,90,0
0,70,40,90,0
0,70,40,90,1
0,70,40,95,1
0,70,40,95,0
0,70,40,95,0
0,70,40,95,0
0,70,40,95,1
0,70,40,95,1
0,70,40,95,0
0,70,40,95,0
0,70,40,95,0
0,70,40,95,1
0,70,40,97.5,0
0,70,40,97.5,1
0,70,40,97.5,0
0,70,40,97.5,1
0,70,42.5,87.5,0
0,70,42.5,87.5,0
